Date,Open,High,Low,Close,Volume
Dec102019,7397.13,7424.02,7246.04,7278.12,18249031195
Dec92019,7561.8,7618.09,7365.99,7400.9,17872021272
Dec82019,7551.34,7634.61,7476.09,7564.35,15409908086
Dec72019,7547.27,7589.95,7525.71,7556.24,15453520564
Dec62019,7450.56,7547,7392.18,7547,18104466307
Dec52019,7253.24,7743.43,7232.68,7448.31,18816085231
Dec42019,7320.13,7539.78,7170.92,7252.03,21664240918
Dec32019,7323.98,7418.86,7229.36,7320.15,14797485769
Dec22019,7424.04,7474.82,7233.4,7321.99,17082040706
Dec12019,7571.62,7571.62,7291.34,7424.29,18720708479
Nov302019,7764.06,7836.1,7515.85,7569.63,17158194786
Nov292019,7466.73,7781.18,7460.76,7761.24,19709695456
Nov282019,7536.82,7730.07,7454.12,7463.11,19050116751
Nov272019,7220.88,7619.69,6974.17,7531.66,23991412764
Nov262019,7145.16,7320.23,7098.57,7218.37,21129505542
Nov252019,7039.98,7319.86,6617.17,7146.13,42685231262
Nov242019,7398.63,7408.58,7029.29,7047.92,30433517289
Nov232019,7296.16,7442.26,7151.42,7397.8,21008924418
Nov222019,7643.57,7697.38,6936.71,7296.58,34242315785
Nov212019,8023.64,8110.1,7597.38,7642.75,22514243371
Nov202019,8203.61,8237.24,8010.51,8027.27,20764300437
Nov192019,8305.13,8408.52,8099.96,8206.15,21083613816
Nov182019,8573.98,8653.28,8273.57,8309.29,21579470673
Nov172019,8549.47,8727.79,8500.97,8577.98,18668638897
Nov162019,8491.17,8592,8473.97,8550.76,16495389808
Nov152019,8705.71,8730.87,8484.84,8491.99,21796856471
Nov142019,8811.94,8826.94,8692.55,8708.09,19084739975
Nov132019,8812.03,8836.84,8761.65,8808.26,17545755405
Nov122019,8759.75,8853.77,8685.43,8815.66,20309769107
Nov112019,9056.92,9081.28,8700.61,8757.79,20265510765
Nov102019,8812.49,9103.83,8806.16,9055.53,20587919881
Nov92019,8809.47,8891.82,8793.16,8813.58,17578630606
Nov82019,9265.37,9272.76,8775.53,8804.88,24333037836
Nov72019,9352.39,9368.48,9202.35,9267.56,22700383839
Nov62019,9340.86,9423.24,9305.91,9360.88,23133895765
Nov52019,9413,9457.42,9256.93,9342.53,26198609048
Nov42019,9235.61,9505.05,9191.49,9412.61,26170255634
Nov32019,9324.79,9379.81,9141.25,9235.35,21132220847
Nov22019,9259.78,9377.49,9249.59,9324.72,21242676385
Nov12019,9193.99,9275.66,9132.05,9261.1,24324691031
Oct312019,9202.46,9383.16,9028.72,9199.58,26583653947
Oct302019,9422.46,9426.87,9085.37,9205.73,27706531577
Oct292019,9248.44,9516.18,9232.65,9427.69,28426779937
Oct282019,9565.1,9805.12,9256.15,9256.15,30948255332
Oct272019,9241.71,9749.53,9112.54,9551.71,32593129501
Oct262019,8667.58,10021.74,8662.62,9244.97,44496255609
Oct252019,7490.7,8691.54,7479.98,8660.7,28705065488
Oct242019,7509.73,7532.87,7446.99,7493.49,16268708849
Oct232019,8076.23,8093,7469.32,7514.67,21942878958
Oct222019,8243.4,8296.65,8074.46,8078.2,16803377857
Oct212019,8225.12,8296.69,8196.42,8243.72,15868748866
Oct202019,7997.81,8281.82,7949.44,8222.08,15504249442
Oct192019,7973.8,8082.63,7944.78,7988.56,13797825640
Oct182019,8100.93,8138.41,7902.16,7973.21,15651592610
Oct172019,8047.81,8134.83,8000.94,8103.91,14313052244
Oct162019,8204.67,8216.81,7985.09,8047.53,16071646996
Oct152019,8373.46,8410.71,8182.71,8205.37,15220412632
Oct142019,8320.83,8390.21,8284.13,8374.69,15151387859
Oct132019,8336.9,8470.99,8276.61,8321.01,13808286059
Oct122019,8315.67,8415.24,8313.34,8336.56,14532641605
Oct112019,8585.26,8721.78,8316.18,8321.76,19604381101
Oct102019,8585.28,8625.27,8471.93,8586.47,17618660671
Oct92019,8229.84,8627.71,8169.3,8595.74,19384942333
Oct82019,8246.85,8332.71,8185.76,8228.78,15592264032
Oct72019,7989.12,8308.45,7905.77,8245.62,18009742607
Oct62019,8149.88,8161.41,7958.85,7988.16,13160830305
Oct52019,8210.15,8215.53,8071.12,8151.5,12200497197
Oct42019,8259.49,8260.06,8151.24,8205.94,13139456229
Oct32019,8390.77,8414.23,8146.44,8259.99,13668823409
Oct22019,8344.21,8393.04,8227.7,8393.04,13125712443
Oct12019,8299.72,8497.69,8232.68,8343.28,15305343413
Sep302019,8104.23,8314.23,7830.76,8293.87,17115474183
Sep292019,8246.04,8261.71,7990.5,8104.19,13034629109
Sep282019,8251.27,8285.62,8125.43,8245.92,14141152736
Sep272019,8113.1,8271.52,7965.92,8251.85,16408941156
Sep262019,8487.67,8515.69,7895.63,8118.97,19258205289
Sep252019,8603.43,8744.83,8325.4,8486.99,21744728353
Sep242019,9729.32,9804.32,8370.8,8620.57,25002886689
Sep232019,10067.96,10074.24,9727.14,9729.32,15144925408
Sep222019,10024.12,10074.44,9922.53,10070.39,13199651698
Sep212019,10183.65,10188.1,10000.71,10019.72,13425266806
Sep202019,10266.32,10285.87,10132.19,10181.64,14734189639
Sep192019,10200.5,10295.67,9851.69,10266.42,19937691247
Sep182019,10247.8,10275.93,10191.47,10198.25,16169268880
Sep172019,10281.51,10296.77,10199.74,10241.27,15304603363
Sep162019,10347.22,10386.87,10189.74,10276.79,15160167779
Sep152019,10356.47,10387.04,10313.09,10347.71,12043433567
Sep142019,10345.4,10422.13,10291.69,10358.05,13468713124
Sep132019,10415.36,10441.49,10226.6,10360.55,14109864675
Sep122019,10176.82,10442.25,10099.24,10410.13,15323563925
Sep112019,10123.04,10215.95,9980.78,10178.37,15428063426
Sep102019,10336.41,10394.35,10020.57,10115.98,14906809639
Sep92019,10443.23,10450.31,10144.93,10334.97,17595943368
Sep82019,10518.11,10595.64,10409.09,10441.28,13670567493
Sep72019,10353.93,10558.67,10348.92,10517.25,15307366476
Sep62019,10578.2,10898.76,10292.3,10353.3,19536574783
Sep52019,10588.18,10627.27,10516.42,10575.53,14551239508
Sep42019,10621.18,10762.64,10434.71,10594.49,16742664769
Sep32019,10345.73,10736.1,10308.55,10623.54,19384917989
Sep22019,9757.47,10396.59,9730.65,10346.76,17248102294
Sep12019,9630.59,9796.76,9582.94,9757.97,11445355859
Aug312019,9597.54,9673.22,9531.8,9630.66,11454806419
Aug302019,9514.84,9656.12,9428.3,9598.17,13595263986
Aug292019,9756.79,9756.79,9421.63,9510.2,17045878501
Aug282019,10203.43,10279.37,9716.66,9754.42,17603790323
Aug272019,10372.83,10381.33,10087.3,10185.5,14762609503
Aug262019,10126.3,10512.33,10126.3,10370.82,18438654080
Aug252019,10160.74,10304.62,10008.79,10138.52,14153856610
Aug242019,10407.64,10418.02,9982.3,10159.96,15451030650
Aug232019,10136.31,10442.44,10078.19,10407.96,15627023886
Aug222019,10142.52,10233,9831.46,10131.06,17097508856
Aug212019,10764.57,10798.73,9962.72,10138.05,19473084768
Aug202019,10916.35,10947.04,10618.96,10763.23,15053082175
Aug192019,10350.28,10916.05,10313.2,10916.05,16038264603
Aug182019,10233.01,10487.07,10119.09,10345.81,12999813869
Aug172019,10358.72,10452.63,10086.7,10231.74,13778035685
Aug162019,10319.42,10524.35,9855.48,10374.34,20228207096
Aug152019,10038.42,10437.41,9675.32,10311.55,22899115082
Aug142019,10889.49,10889.56,10028.14,10051.7,19990838300
Aug132019,11385.05,11420.05,10830.33,10895.83,16681503537
Aug122019,11528.19,11528.19,11320.95,11382.62,13647198229
Aug112019,11349.74,11523.58,11248.29,11523.58,15774371518
