Date,Open,High,Low,Close,Volume
Mar82021,51174.12,52314.07,49506.05,52246.52,48597428048
Mar72021,48918.68,51384.37,48918.68,51206.69,43137459378
Mar62021,48899.23,49147.22,47257.53,48912.38,34363564661
Mar52021,48527.03,49396.43,46542.52,48927.3,48625928883
Mar42021,50522.3,51735.09,47656.93,48561.17,52343816680
Mar32021,48415.82,52535.14,48274.32,50538.24,53220811975
Mar22021,49612.11,50127.51,47228.84,48378.99,47530897720
Mar12021,45159.5,49784.02,45115.09,49631.24,53891300112
Feb282021,46194.02,46716.43,43241.62,45137.77,53443887451
Feb272021,46344.77,48253.27,45269.03,46188.45,45910946382
Feb262021,47180.46,48370.79,44454.84,46339.76,350967941479
Feb252021,49709.08,51948.97,47093.85,47093.85,54506565949
Feb242021,48835.09,51290.14,47213.5,49705.33,63695521388
Feb232021,54204.93,54204.93,45290.59,48824.43,106102492824
Feb222021,57532.74,57533.39,48967.57,54207.32,92052420332
Feb212021,56068.57,58330.57,55672.61,57539.95,51897585191
Feb202021,55887.34,57505.23,54626.56,56099.52,68145460026
Feb192021,51675.98,56113.65,50937.28,55888.13,63495496918
Feb182021,52140.97,52474.11,51015.77,51679.8,52054723579
Feb172021,49207.28,52533.91,49072.38,52149.01,80820545404
Feb162021,47944.46,50341.1,47201.3,49199.87,77049582886
Feb152021,48696.54,48875.57,46347.48,47945.06,77069903166
Feb142021,47114.51,49487.64,47114.51,48717.29,71248675228
Feb132021,47491.2,48047.75,46392.28,47105.52,70250456155
Feb122021,47877.04,48745.73,46424.98,47504.85,76555041196
Feb112021,44898.71,48463.47,44187.76,47909.33,81388911810
Feb102021,46469.76,47145.57,43881.15,44918.18,87301089896
Feb92021,46184.99,48003.72,45166.96,46481.11,91809846886
Feb82021,38886.83,46203.93,38076.32,46196.46,101467222687
Feb72021,39250.19,39621.84,37446.15,38903.44,65500641143
Feb62021,38138.39,40846.55,38138.39,39266.01,71326033653
Feb52021,36931.55,38225.91,36658.76,38144.31,58598066402
Feb42021,37475.11,38592.18,36317.5,36926.07,68838074392
Feb32021,35510.82,37480.19,35443.98,37472.09,61166818159
Feb22021,33533.2,35896.88,33489.22,35510.29,63088585433
Feb12021,33114.58,34638.21,32384.23,33537.18,61400400660
Jan312021,34270.88,34288.33,32270.18,33114.36,52754542671
Jan302021,34295.93,34834.71,32940.19,34269.52,65141828798
Jan292021,34318.67,38406.26,32064.81,34316.39,117894572511
Jan282021,30441.04,33858.31,30023.21,33466.1,76517157706
Jan272021,32564.03,32564.03,29367.14,30432.55,62576762015
Jan262021,32358.61,32794.55,31030.27,32569.85,60255421470
Jan252021,32285.8,34802.74,32087.79,32366.39,59897054838
Jan242021,32064.38,32944.01,31106.69,32289.38,48643830599
Jan232021,32985.76,33360.98,31493.16,32067.64,48354737975
Jan222021,30817.63,33811.85,28953.37,33005.76,77207272511
Jan212021,35549.4,35552.68,30250.75,30825.7,75643067688
Jan202021,36050.11,36378.33,33570.48,35547.75,66834573161
Jan192021,36642.23,37755.89,36069.8,36069.8,57244195486
Jan182021,35792.24,37299.29,34883.84,36630.07,49511702429
Jan172021,36163.65,36722.35,34069.32,35791.28,52359854336
Jan162021,36821.65,37864.37,35633.55,36178.14,57706187875
Jan152021,39156.71,39577.71,34659.59,36825.37,67760757881
Jan142021,37325.11,39966.41,36868.56,39187.33,63615990033
Jan132021,33915.12,37599.96,32584.67,37316.36,69364315979
Jan122021,35516.36,36568.53,32697.98,33922.96,74773277909
Jan112021,38346.53,38346.53,30549.6,35566.66,123320567399
Jan102021,40254.22,41420.19,35984.63,38356.44,79980747690
Jan92021,40788.64,41436.35,38980.88,40254.55,61984162837
Jan82021,39381.77,41946.74,36838.64,40797.61,88107519480
Jan72021,36833.88,40180.37,36491.19,39371.04,84762141031
Jan62021,34013.61,36879.7,33514.04,36824.36,75289433811
Jan52021,31977.04,34437.59,30221.19,33992.43,67547324782
Jan42021,32810.95,33440.22,28722.76,31971.91,81163475344
Jan32021,32129.41,34608.56,32052.32,32782.02,78665235202
Jan22021,29376.46,33155.12,29091.18,32127.27,67865420765
Jan12021,28994.01,29600.63,28803.59,29374.15,40730301359
Dec312020,28841.57,29244.88,28201.99,29001.72,46754964848
Dec302020,27360.09,28937.74,27360.09,28840.95,51287442704
Dec292020,27081.81,27370.72,25987.3,27362.44,45265946774
Dec282020,26280.82,27389.11,26207.64,27084.81,49056742893
Dec272020,26439.37,28288.84,25922.77,26272.29,66479895605
Dec262020,24677.02,26718.07,24522.69,26437.04,48332647295
Dec252020,23733.57,24710.1,23463.67,24664.79,42068395846
Dec242020,23240.2,23768.34,22777.6,23735.95,41080759713
Dec232020,23781.97,24024.49,22802.65,23241.35,51146161904
Dec222020,22794.04,23789.9,22430.61,23783.03,44171632681
Dec212020,23474.46,24059.98,22159.37,22803.08,45852713981
Dec202020,23861.77,24209.66,23147.71,23477.29,37844228422
Dec192020,23132.87,24085.86,22826.47,23869.83,38487546580
Dec182020,22806.8,23238.6,22399.81,23137.96,40387896275
Dec172020,21308.35,23642.66,21234.68,22805.16,71378606374
Dec162020,19418.82,21458.91,19298.32,21310.6,44409011479
Dec152020,19246.92,19525.01,19079.84,19417.08,26741982541
Dec142020,19144.49,19305.1,19012.71,19246.64,22473997681
Dec132020,18806.77,19381.54,18734.33,19142.38,25450468637
Dec122020,18051.32,18919.55,18046.04,18803.66,21752580802
Dec112020,18263.93,18268.45,17619.53,18058.9,27919640985
Dec102020,18553.3,18553.3,17957.06,18264.99,25547132265
Dec92020,18320.88,18626.29,17935.55,18553.92,34420373071
Dec82020,19191.53,19283.48,18269.95,18321.14,31692288756
Dec72020,19343.13,19411.83,18931.14,19191.63,26896357742
Dec62020,19154.18,19390.5,18897.89,19345.12,25293775714
Dec52020,18698.38,19160.45,18590.19,19154.23,27242455064
Dec42020,19446.97,19511.4,18697.19,18699.77,33872388058
Dec32020,19205.93,19566.19,18925.79,19445.4,31930317405
Dec22020,18801.74,19308.33,18347.72,19201.09,37387697139
Dec12020,19633.77,19845.97,18321.92,18803,49633658712
Nov302020,18178.32,19749.26,18178.32,19625.84,47728480399
Nov292020,17719.63,18283.63,17559.12,18177.48,31133957704
Nov282020,17112.93,17853.94,16910.65,17717.41,32601040734
Nov272020,17153.91,17445.02,16526.42,17108.4,38886494645
Nov262020,18729.84,18866.29,16351.04,17150.62,61396835737
Nov252020,19104.41,19390.96,18581.15,18732.12,43710357371
Nov242020,18365.02,19348.27,18128.66,19107.46,51469565009
Nov232020,18370.02,18711.43,18000.8,18364.12,42741112308
Nov222020,18642.23,18688.97,17671.38,18370,41280434226
Nov212020,18621.32,18936.62,18444.36,18642.23,39650210707
Nov202020,17817.08,18773.23,17765.79,18621.31,36992873940
Nov192020,17803.86,18119.55,17382.55,17817.09,36985055355
Nov182020,17645.19,18393.95,17352.91,17804.01,49064800278
Nov172020,16685.69,17782.92,16564.54,17645.41,39006849170
Nov162020,15955.58,16816.18,15880.71,16716.11,31526766675
Nov152020,16068.14,16123.11,15793.53,15955.59,23653867583
Nov142020,16317.81,16317.81,15749.19,16068.14,27481710135
Nov132020,16276.44,16463.18,15992.15,16317.81,31599492172
Nov122020,15701.3,16305,15534.77,16276.34,34175758344
Nov112020,15290.91,15916.26,15290.01,15701.34,29772374934
Nov102020,15332.35,15450.33,15124.96,15290.9,25574938143
Nov92020,15479.6,15785.14,14865.53,15332.32,34149115566
Nov82020,14833.75,15637.32,14744.11,15479.57,26632075029
Nov72020,15565.88,15737.1,14423.2,14833.75,35024953706
Nov62020,15579.73,15903.44,15226.84,15565.88,39837841971
Nov52020,14133.73,15706.4,14102.09,15579.85,40856321439
Nov42020,13950.49,14218.77,13580.47,14133.71,35116364962
Nov32020,13550.45,13984.98,13325.44,13950.3,29869951617
Nov22020,13737.03,13808.32,13243.16,13550.49,30771455468
Nov12020,13781,13862.03,13628.38,13737.11,24453857900
Oct312020,13546.53,14028.21,13457.53,13781,30306464719
Oct302020,13437.87,13651.52,13136.2,13546.52,30581485201
Oct292020,13271.3,13612.05,12980.06,13437.88,56499499598
Oct282020,13654.21,13837.7,12932.25,13271.29,35867318895
Oct272020,13075.24,13759.67,13060.84,13654.22,33749878156
Oct262020,13031.2,13225.3,12822.38,13075.25,29461458313
Oct252020,13108.06,13329.18,12910.06,13031.17,24406920575
Oct242020,12931.57,13145.07,12885.75,13108.06,24542317940
Oct232020,12971.55,13015.96,12752.65,12931.54,28974975003
Oct222020,12801.64,13161.59,12717.09,12965.89,34729759598
Oct212020,11913.08,13184.57,11900.93,12823.69,43414712626
Oct202020,11745.97,11999.92,11681.48,11916.33,30915821592
Oct192020,11495.04,11799.09,11408.29,11742.04,23860769928
Oct182020,11355.98,11483.36,11347.58,11483.36,18283314340
Oct172020,11322.12,11386.26,11285.35,11358.1,19130430174
Oct162020,11502.83,11540.06,11223.01,11322.12,25635480772
Oct152020,11426.6,11569.91,11303.6,11495.35,24487233058
Oct142020,11429.05,11539.98,11307.83,11429.51,24103426719
Oct132020,11548.72,11548.98,11321.22,11425.9,24241420251
Oct122020,11392.64,11698.47,11240.69,11555.36,26163972642
Oct112020,11296.08,11428.81,11288.63,11384.18,19968627060
Oct102020,11059.14,11442.21,11056.94,11296.36,22877978588
Oct92020,10927.91,11102.67,10846.85,11064.46,22799117613
Oct82020,10669.37,10945.74,10562.61,10915.69,63314794397
Oct72020,10603.36,10680.51,10562.51,10668.97,37799458436
Oct62020,10796.31,10797.58,10528.89,10604.41,42623695307
Oct52020,10676.53,10793.51,10634.6,10793.34,47537578009
Oct42020,10550.44,10686,10534.39,10669.58,71251776995
Oct32020,10575.1,10598.94,10511.13,10549.33,44660271563
Oct22020,10619.82,10657.84,10416.69,10575.97,48661453918
Oct12020,10795.25,10933.62,10472.36,10619.45,40023134100
Sep302020,10843.87,10847.26,10669.32,10784.49,44171073700
Sep292020,10709.65,10860,10649.5,10844.64,46582396602
Sep282020,10776.61,10945.35,10703.89,10709.65,47762394731
Sep272020,10746.89,10803.98,10622.92,10775.27,53745972818
Sep262020,10695.58,10773,10667.28,10750.72,46852525493
Sep252020,10761.11,10777.7,10578.91,10692.72,39348590957
Sep242020,10248.79,10771.06,10231.49,10760.07,47144380902
Sep232020,10535.49,10537.83,10197.87,10246.19,23788661867
Sep222020,10459.62,10568.08,10382.73,10538.46,23621787804
Sep212020,10934.93,10988.3,10380.26,10462.26,28884999244
Sep202020,11095.87,11095.87,10814.48,10938.27,24699523788
Sep192020,10933.75,11134.09,10909.62,11094.35,22764204008
Sep182020,10951.82,11034.91,10829.66,10944.59,26341903912
Sep172020,10973.25,11037.42,10774.63,10948.99,38151810523
Sep162020,10797.76,11100.12,10704.88,10974.91,30769986455
Sep152020,10677.75,10938.63,10656.46,10796.95,32509451925
Sep142020,10328.73,10800.01,10266.01,10680.84,35453581940
Sep132020,10452.4,10577.21,10224.33,10323.76,36506852789
Sep122020,10409.86,10578.84,10292.39,10442.17,36750077324
Sep112020,10369.03,10434.92,10140.84,10400.92,45201121775
Sep102020,10242.33,10503.91,10238.14,10363.14,54406443211
Sep92020,10134.15,10350.54,10017.25,10242.35,24128292755
Sep82020,10369.31,10414.78,9945.11,10131.52,33430927462
Sep72020,10281,10399.15,9916.49,10369.56,33703098409
Sep62020,10167.22,10353.93,10056.89,10280.35,37071460174
Sep52020,10512.53,10581.57,9946.68,10169.57,44916565292
Sep42020,10230.37,10663.92,10207.94,10511.81,29965130374
Sep32020,11407.19,11443.02,10182.46,10245.3,31927261555
Sep22020,11964.82,11964.82,11290.79,11414.03,28037405299
Sep12020,11679.32,12067.08,11601.13,11970.48,27311555343
Aug312020,11713.31,11768.88,11598.32,11680.82,22285928250
Aug302020,11508.71,11715.26,11492.38,11711.51,19760127945
Aug292020,11541.05,11585.64,11466.29,11506.87,17485597759
Aug282020,11325.3,11545.62,11316.42,11542.5,19807127588
Aug272020,11485.61,11570.79,11185.94,11323.4,23240415076
Aug262020,11366.89,11530.05,11296.99,11488.36,22466660958
Aug252020,11773.59,11778.3,11189.85,11366.13,26301509932
Aug242020,11663.69,11807.63,11623.25,11774.6,20681511755
Aug232020,11679.7,11713.43,11559.92,11664.85,18482062658
Aug222020,11585.48,11689.41,11448.81,11681.83,20224191306
Aug212020,11878.03,11899.26,11564.98,11592.49,23762425999
Aug202020,11761.5,11900.41,11710.06,11878.37,20175242945
Aug192020,11990.88,12028.92,11687.33,11758.28,24502851117
Aug182020,12251.9,12335.71,11954.53,11991.23,26043227672
Aug172020,11895.66,12359.06,11806.7,12254.4,28227687027
Aug162020,11866.69,11934.9,11737.19,11892.8,20583375490
Aug152020,11768.7,11963.2,11768.7,11865.7,23354924400
Aug142020,11772.66,12150.99,11685.46,11768.87,24237958589
Aug132020,11588.41,11796.4,11216.87,11784.14,27522199497
Aug122020,11404.6,11748.4,11249.61,11584.93,25064548486
Aug112020,11881.65,11932.71,11195.71,11410.53,27039782640
Aug102020,11662.26,12045.14,11662.26,11878.11,26114112569
Aug92020,11737.33,11806.06,11548.78,11675.74,17489608833
Aug82020,11604.55,11800.06,11558.43,11754.05,17572057837
Aug72020,11778.89,11898.04,11408.59,11601.47,23132312867
Aug62020,11749.87,11902.34,11598.71,11779.77,23400740340
Aug52020,11203.82,11786.62,11158.29,11747.02,24411254471
Aug42020,11246.2,11385.38,11094.15,11205.89,21250197042
Aug32020,11043.77,11453.08,11012.42,11246.35,20271713443
Aug22020,11758.76,12034.14,11018.13,11053.61,27410067336
Aug12020,11322.57,11794.78,11239.68,11759.59,26075670303
Jul312020,11110.21,11415.86,10987.05,11323.47,23160469766
Jul302020,11099.83,11169.36,10895.46,11111.21,22857247901
Jul292020,10912.95,11304.4,10856.14,11100.47,24617249715
Jul282020,11017.46,11204.33,10632.63,10912.82,28766551142
Jul272020,9905.22,11298.22,9903.97,10990.87,35359749590
Jul262020,9680.23,10023.81,9652.85,9905.17,20507998997
Jul252020,9539.49,9704.56,9530.21,9677.11,16610070933
Jul242020,9585.51,9623.34,9481.45,9536.89,16552768325
Jul232020,9527.14,9610.25,9483,9581.07,18146399002
Jul222020,9375.08,9530.52,9319.65,9525.36,16532254884
Jul212020,9162.51,9407.26,9149.39,9374.89,18069581956
Jul202020,9187.22,9214.27,9137.51,9164.23,13755604146
Jul192020,9158.01,9201.4,9097.63,9185.82,12939002784
Jul182020,9151.18,9230.98,9100.82,9159.04,12252601475
Jul172020,9131.81,9182.25,9089.2,9151.39,13944570749
Jul162020,9191.98,9214.31,9088.95,9132.23,15713967523
Jul152020,9241.9,9275.33,9171.93,9192.84,15844731575
Jul142020,9238.7,9283.84,9171.66,9243.21,18085038362
Jul132020,9277.21,9306.41,9224.29,9243.61,17519821266
Jul122020,9241.05,9319.42,9197.45,9276.5,14452361907
Jul112020,9277.51,9293.53,9199.49,9240.35,13249910444
Jul102020,9273.36,9287.47,9118,9278.81,16860035605
Jul92020,9427.99,9431.38,9235,9277.97,18000702524
Jul82020,9253.02,9450.34,9249.5,9428.33,19702359883
Jul72020,9349.16,9360.62,9201.82,9252.28,13839652595
Jul62020,9072.85,9375.47,9058.66,9375.47,17889263252
Jul52020,9126.09,9162.18,8977.02,9073.94,12903406143
Jul42020,9084.23,9183.3,9053.63,9132.49,12290528515
Jul32020,9124.84,9202.34,9058.79,9087.3,13078970999
Jul22020,9231.14,9274.96,9036.62,9123.41,16338916796
Jul12020,9145.99,9309.75,9104.74,9228.33,15971550355
Jun302020,9185.58,9217.84,9084.84,9137.99,15735797744
Jun292020,9140.03,9237.57,9041.88,9190.85,16460547078
Jun282020,9048.46,9197.55,8975.53,9143.58,14560870760
Jun272020,9167.82,9207.81,8998.22,9045.39,17273093144
Jun262020,9261,9310.52,9101.74,9162.92,18341465837
Jun252020,9314.13,9340.16,9095.32,9264.81,18616048626
Jun242020,9632.15,9680.37,9278.23,9313.61,18961716076
Jun232020,9644.08,9670.54,9547.25,9629.66,17006433272
Jun222020,9300.92,9655.07,9296.87,9648.72,21104009514
Jun212020,9330.93,9401.11,9300.43,9303.63,15324301169
Jun202020,9290.96,9394.97,9247.38,9332.34,17130541557
Jun192020,9410.29,9440.88,9274.3,9288.02,19632223107
Jun182020,9481.57,9482.78,9328.4,9411.84,17770083003
Jun172020,9533.78,9540.42,9327.34,9480.25,20177709879
Jun162020,9454.27,9579.43,9400.45,9538.02,21565537209
Jun152020,9386.04,9504.86,8990.18,9450.7,26699704768
Jun142020,9477.55,9482.27,9347.59,9386.79,18991732746
Jun132020,9480.74,9493.21,9396.01,9475.28,17564322315
Jun122020,9320.69,9540.47,9285.85,9480.84,22610564515
Jun112020,9870.08,9938.3,9263.07,9321.78,30247143440
Jun102020,9794.12,9908.9,9728.29,9870.09,25706567601
Jun92020,9774.36,9836.37,9664.72,9795.7,23717842783
Jun82020,9760.06,9782.31,9675.89,9771.49,21486346312
Jun72020,9653,9768.5,9458.15,9758.85,25015250846
Jun62020,9664.9,9773.43,9591.02,9653.68,20438419222
Jun52020,9800.22,9869.24,9663.22,9665.53,23509628646
Jun42020,9655.85,9887.61,9525.25,9800.64,25921805072
Jun32020,9533.76,9682.86,9471.85,9656.72,25007459262
Jun22020,10162.97,10182.34,9460.57,9529.8,39137252109
Jun12020,9463.61,10199.57,9450.9,10167.27,35198901068
May312020,9700.11,9700.34,9432.3,9461.06,27773290299
May302020,9438.91,9704.03,9366.73,9700.41,32722975141
May292020,9528.36,9573.67,9379.34,9439.12,32896642044
May282020,9184.95,9546.32,9148.46,9525.75,34367073114
May272020,8837.38,9203.32,8834.16,9181.02,32740536902
May262020,8909.59,8991.97,8757.29,8835.05,29584186947
May252020,8786.11,8951.01,8719.67,8906.93,31288157264
May242020,9212.28,9288.4,8787.25,8790.37,32518803300
May232020,9185.06,9302.5,9118.11,9209.29,27727866812
May222020,9080.33,9232.94,9008.64,9182.58,29810773699
May212020,9522.74,9555.24,8869.93,9081.76,39326160532
May202020,9725.33,9804.79,9447.2,9522.98,36546239703
May192020,9727.06,9836.05,9539.62,9729.04,39254288955
May182020,9675.7,9906.03,9570.36,9726.58,41827139896
May172020,9374.93,9823,9349.55,9670.74,40084250663
May162020,9333.24,9564.21,9260.69,9377.01,36164766408
May152020,9734.29,9755.83,9261.4,9328.2,48158802327
May142020,9271.33,9793.27,9255.04,9733.72,56426907637
May132020,8805.39,9317.88,8805.39,9269.99,45558144023
May122020,8610.39,8949.9,8569.64,8804.48,42142717533
May112020,8755.54,9033.47,8374.32,8601.8,57119858802
May102020,9591.17,9595.58,8395.11,8756.43,63325279337
May92020,9840.91,9913.86,9580.64,9593.9,46566121841
May82020,9936.16,9996.74,9767.17,9842.67,51780748042
May72020,9261.9,9992.66,9138.32,9951.52,61112700562
May62020,9007.44,9411.47,8966.71,9268.76,49371886931
May52020,8912.83,9062.42,8856.83,9003.07,43148462663
May42020,8895.75,8956.91,8645.02,8912.65,45718796276
May32020,8983.61,9167.78,8830.97,8897.47,47101785174
May22020,8869.06,9007.19,8811.37,8988.6,40134388683
May12020,8672.78,9048.02,8667.76,8864.77,44068389997
Apr302020,8797.67,9440.65,8533.26,8658.55,66964629541
Apr292020,7806.71,8871.75,7786.05,8801.04,60201052203
Apr282020,7796.97,7814.53,7730.81,7807.06,33187959921
Apr272020,7679.42,7795.6,7679.42,7795.6,36162144725
Apr262020,7570.14,7700.59,7561.41,7679.87,33070154491
Apr252020,7550.48,7641.36,7521.67,7569.94,32941541447
Apr242020,7434.18,7574.2,7434.18,7550.9,34636526286
Apr232020,7121.31,7491.79,7081.59,7429.72,43500782316
Apr222020,6879.44,7145.87,6867.78,7117.21,33249153866
Apr212020,6879.78,6934.55,6834.44,6880.32,32589741511
Apr202020,7186.87,7240.29,6835.5,6881.96,37747113936
Apr192020,7260.92,7280.52,7167.05,7189.42,31311210215
Apr182020,7092.29,7269.96,7089.25,7257.67,32447188386
Apr172020,7116.55,7167.18,7050.33,7096.18,32513423567
Apr162020,6640.45,7134.45,6555.5,7116.8,46783242377
Apr152020,6845.56,6928.66,6633.4,6642.11,32288311031
Apr142020,6843.28,6958.56,6793.82,6842.43,34110434052
Apr132020,6965.62,6965.62,6668.26,6845.04,38619308647
Apr122020,6858.07,7119.95,6811.08,6971.09,35759567632
Apr112020,6867.44,6926.07,6789.92,6859.08,31222085946
Apr102020,7303.82,7303.82,6802.48,6865.49,43622840992
Apr92020,7337.97,7341.45,7179.09,7302.09,34815139178
Apr82020,7179.28,7356.22,7153.31,7334.1,37563249549
Apr72020,7273.64,7427.94,7136.71,7176.41,44243482668
Apr62020,6788.05,7271.78,6782.89,7271.78,46896904615
Apr52020,6862.54,6883.41,6715.93,6791.13,29510409856
Apr42020,6738.38,6878.95,6696.48,6867.53,33185988584
Apr32020,6797.4,7003.22,6673.34,6733.39,38976504903
Apr22020,6606.78,7088.25,6595.92,6793.62,47660646124
Apr12020,6437.32,6612.57,6202.37,6606.78,40346426266
Mar312020,6430.61,6504.52,6374.16,6438.64,32786468812
Mar302020,5925.54,6517.2,5903.23,6429.84,37101651525
Mar292020,6245.62,6250.47,5920.09,5922.04,28373690931
Mar282020,6467.25,6467.5,6117.84,6242.19,34885225901
Mar272020,6719.39,6793.84,6466.7,6469.8,34585598367
Mar262020,6675.17,6735.46,6590.96,6716.44,35319797642
Mar252020,6738.72,6892.51,6536.93,6681.06,44590107888
Mar242020,6436.64,6789.02,6411.07,6734.8,48221910672
Mar232020,5831.37,6443.93,5785,6416.31,46491916000
Mar222020,6185.56,6359.7,5823.71,5830.25,40099664740
Mar212020,6206.52,6378.14,5932.82,6185.07,42494390880
Mar202020,6191.65,6844.26,5865.78,6198.78,54442976103
Mar192020,5245.42,6329.74,5236.97,6191.19,51000731797
Mar182020,5227.11,5331.83,5069.34,5238.44,37878801016
Mar172020,5002.58,5371.35,4981.91,5225.63,38622642935
Mar162020,5385.23,5385.23,4575.36,5014.48,45368026430
Mar152020,5201.07,5836.65,5169.28,5392.31,33997889639
Mar142020,5573.08,5625.23,5125.07,5200.37,36154506008
Mar132020,5017.83,5838.11,4106.98,5563.71,74156772075
Mar122020,7913.62,7929.12,4860.35,4970.79,53980357243
Mar112020,7910.09,7950.81,7642.81,7911.43,38682762605
Mar102020,7922.15,8136.95,7814.76,7909.73,42213940994
Mar92020,8111.15,8177.79,7690.1,7923.64,46936995808
Mar82020,8908.21,8914.34,8105.25,8108.12,39973102121
Mar72020,9121.6,9163.22,8890.74,8909.95,36216930370
Mar62020,9078.31,9167.7,9032.08,9122.55,40826885651
Mar52020,8760.29,9142.05,8757.25,9078.76,39698054597
Mar42020,8788.54,8843.37,8712.43,8755.25,34746706368
Mar32020,8865.39,8901.6,8704.99,8787.79,42386715821
Mar22020,8563.26,8921.31,8532.63,8869.67,42857674409
Mar12020,8599.76,8726.8,8471.21,8562.45,35349164300
Feb292020,8671.21,8775.63,8599.51,8599.51,35792392544
Feb282020,8788.73,8890.46,8492.93,8672.46,44605450443
Feb272020,8825.09,8932.89,8577.2,8784.49,45470195695
Feb262020,9338.29,9354.78,8704.43,8820.52,50420050762
Feb252020,9651.31,9652.74,9305.02,9341.71,42515259129
Feb242020,9921.58,9951.75,9537.04,9650.17,45080496648
Feb232020,9663.32,9937.4,9657.79,9924.52,41185185761
Feb222020,9687.71,9698.23,9600.73,9663.18,35838025154
Feb212020,9611.78,9723.01,9589.74,9686.44,40930547513
Feb202020,9629.33,9643.22,9507.9,9608.48,44925260237
Feb192020,10143.8,10191.68,9611.22,9633.39,46992019710
Feb182020,9691.23,10161.94,9632.38,10142,47271023953
Feb172020,9936.56,9938.82,9507.64,9690.14,45998298413
Feb162020,9889.18,10053.97,9722.39,9934.43,43374780305
Feb152020,10313.86,10341.56,9874.43,9889.42,43865054831
Feb142020,10211.55,10322,10125.53,10312.12,43338264162
Feb132020,10323.96,10457.63,10116.16,10214.38,49356071373
Feb122020,10202.39,10393.61,10202.39,10326.05,43444303830
Feb112020,9855.89,10210.05,9729.33,10208.24,37648059389
Feb102020,10115.56,10165.77,9784.56,9856.61,39386548075
Feb92020,9863.89,10129.44,9850.39,10116.67,35807884663
Feb82020,9793.07,9876.75,9678.91,9865.12,35172043762
Feb72020,9726,9834.72,9726,9795.94,34522718159
Feb62020,9617.82,9824.62,9539.82,9729.8,37628823716
Feb52020,9183.42,9701.3,9163.7,9613.42,35222060874
Feb42020,9292.84,9331.27,9112.81,9180.96,29893183716
Feb32020,9344.68,9540.37,9248.63,9293.52,30934096509
Feb22020,9389.82,9468.8,9217.82,9344.37,30835736946
Feb12020,9346.36,9439.32,9313.24,9392.88,25922656496
Jan312020,9508.31,9521.71,9230.78,9350.53,29432489719
Jan302020,9316.02,9553.13,9230.9,9508.99,32378792851
Jan292020,9357.47,9406.43,9269.47,9316.63,30682598115
Jan282020,8912.52,9358.59,8908.45,9358.59,34398744403
Jan272020,8597.31,8977.73,8597.31,8909.82,28647338393
Jan262020,8364.41,8602.4,8325.5,8596.83,22177678796
Jan252020,8440.12,8458.45,8296.22,8367.85,19647331549
Jan242020,8405.57,8514.67,8266.84,8445.43,24397913026
Jan232020,8680.65,8687.75,8333.64,8406.52,25770680779
Jan222020,8744.21,8792.99,8636.75,8680.88,22600204051
Jan212020,8658.99,8755.71,8544.52,8745.89,24097418512
Jan202020,8704.63,8745.59,8560.47,8657.64,26422375678
Jan192020,8941.45,9164.36,8620.08,8706.25,34217320471
Jan182020,8927.21,9012.2,8827.33,8942.81,32337772627
Jan172020,8725.21,8958.12,8677.32,8929.04,36372139320
Jan162020,8812.48,8846.46,8612.1,8723.79,31313981931
Jan152020,8825.34,8890.12,8657.19,8807.01,40102834650
Jan142020,8140.93,8879.51,8140.93,8827.76,44841784107
Jan132020,8189.77,8197.79,8079.7,8144.19,22482910688
Jan122020,8033.26,8200.06,8009.06,8192.49,22903438381
Jan112020,8162.19,8218.36,8029.64,8037.54,25521165085
Jan102020,7878.31,8166.55,7726.77,8166.55,28714583844
Jan92020,8082.3,8082.3,7842.4,7879.07,24045990466
Jan82020,8161.94,8396.74,7956.77,8079.86,31672559265
Jan72020,7768.68,8178.22,7768.23,8163.69,28767291327
Jan62020,7410.45,7781.87,7409.29,7769.22,23276261598
Jan52020,7410.45,7544.5,7400.54,7411.32,19725074095
Jan42020,7345.38,7427.39,7309.51,7410.66,18444271275
Jan32020,6984.43,7413.72,6915,7344.88,28111481032
Jan22020,7202.55,7212.16,6935.27,6985.47,20802083465
Jan12020,7194.89,7254.33,7174.94,7200.17,18565664997
Dec312019,7294.44,7335.29,7169.78,7193.6,21167946112
Dec302019,7420.27,7454.82,7276.31,7293,22874131672
Dec292019,7317.65,7513.95,7279.87,7422.65,22445257702
Dec282019,7289.03,7399.04,7286.91,7317.99,21365673026
Dec272019,7238.14,7363.53,7189.93,7290.09,22777360996
Dec262019,7274.8,7388.3,7200.39,7238.97,22787010034
Dec252019,7325.76,7357.02,7220.99,7275.16,21559505149
Dec242019,7354.39,7535.72,7269.53,7322.53,22991622105
Dec232019,7508.9,7656.18,7326.19,7355.63,27831788041
Dec222019,7191.19,7518.03,7167.18,7511.59,23134537956
Dec212019,7220.59,7223.23,7112.74,7191.16,19312552168
Dec202019,7208.64,7257.92,7086.12,7218.82,22633815180
Dec192019,7277.59,7346.6,7041.38,7202.84,25904604416
Dec182019,6647.7,7324.98,6540.05,7276.8,31836522778
Dec172019,6931.32,6964.08,6587.97,6640.52,22363804217
Dec162019,7153.66,7171.17,6903.68,6932.48,20213265950
Dec152019,7124.24,7181.08,6924.38,7152.3,16881129804
Dec142019,7268.9,7308.84,7097.21,7124.67,17137029730
Dec132019,7244.66,7293.56,7227.12,7269.68,17125736940
Dec122019,7216.74,7266.64,7164.74,7243.13,18927080224
Dec112019,7277.2,7324.16,7195.53,7217.43,16350490689
